id,sid,theta,k,c
509,508,0.2560915,0.48957404,1.0002583
510,509,-0.20533936,0.5049967,1.0003456
511,510,-0.61274505,0.5036695,0.99984086
512,511,1.3671937,0.49881145,1.0012906
513,512,-0.8167181,0.4968168,0.99983776
514,513,-0.42771265,0.49793622,1.0003837
515,514,-0.29865348,0.49609533,1.0010709
516,515,0.40266925,0.49472085,0.99768734
517,516,-0.36694562,0.5032917,1.001233
518,517,-2.2522235,0.5003675,0.9993914
519,518,0.70830953,0.49332523,1.0036489
520,519,0.072014764,0.50462174,0.99982834
521,520,0.24968404,0.4973681,1.0018301
522,521,0.029770494,0.5097933,0.99900717
523,522,1.8759041,0.49296713,1.0007211
524,523,-0.74080175,0.50539196,0.9977779
525,524,1.2357621,0.4960266,1.0001067
526,525,0.42384452,0.4991039,1.0015259
527,526,-1.7698272,0.50366557,0.9989192
528,527,0.15026979,0.50441116,1.0007441
529,528,0.88465047,0.49839374,0.9993985
530,529,-1.993078,0.5021689,1.0010887
531,530,0.34310246,0.49714017,1.0042181
532,531,-0.99732345,0.5038236,1.0008268
533,532,0.15073861,0.5020772,0.99795526
534,533,1.3697432,0.49737725,0.9992409
535,534,0.47901008,0.49668515,1.0003464
536,535,-1.0757622,0.5006741,1.0014122
537,536,1.1501648,0.4978014,0.9987989
538,537,0.35538676,0.5036524,1.0004095
539,538,0.5518948,0.5040421,0.99943715
540,539,1.8113542,0.49653012,0.99946177
541,540,1.5677068,0.49539077,0.9988031
542,541,0.45152327,0.5019074,1.0008241
543,542,-1.186219,0.5065359,1.0003005
544,543,-1.2799016,0.5022545,1.0000492
545,544,-0.90418977,0.5011019,0.99969876
546,545,0.8104646,0.50218976,1.000457
547,546,1.1768699,0.4911289,0.9991196
548,547,0.1512313,0.4976289,1.0017923
549,548,-0.81128067,0.5000045,1.0015119
550,549,0.3253014,0.5060808,1.000437
551,550,-0.53775245,0.50130606,0.9989534
552,551,-0.060483135,0.49822983,1.0005542
553,552,-0.98183167,0.50053203,1.0014967
554,553,1.4428235,0.49958095,1.0001729
555,554,-0.22107008,0.4990786,1.0007179
556,555,0.33830112,0.49349582,1.0009164
557,556,0.015325386,0.49673432,0.99910873
558,557,-0.2867596,0.5013056,1.0000913
559,558,-1.8227246,0.5018314,0.99920166
560,559,1.0960102,0.49990338,1.0002592
561,560,-1.237048,0.5024351,0.9999927
562,561,-0.6227988,0.5045808,1.0003467
563,562,-0.14372881,0.5009135,0.9977893
564,563,-0.017828105,0.50252813,1.0021434
565,564,-1.1988218,0.49543628,1.0007061
566,565,-0.029970046,0.49397796,0.9993737
567,566,0.27441427,0.49248552,1.0009139
568,567,0.33843818,0.49861774,1.0019623
569,568,0.85046464,0.49895096,1.0010042
570,569,-1.4767985,0.5011,0.9995685
571,570,0.2528436,0.49877,1.0019448
572,571,0.28926182,0.49979207,1.00027
573,572,-0.7570191,0.50328386,1.0003691
574,573,-1.2638402,0.5058687,0.9990882
575,574,1.1037946,0.5013986,1.0009881
576,575,0.64172304,0.4912272,0.9997185
577,576,0.43470818,0.4926802,0.9986778
578,577,1.350933,0.49689713,0.9992513
579,578,-1.3500168,0.50201726,0.9997988
580,579,-0.16776764,0.4947343,0.9999303
581,580,0.25472593,0.5006407,0.99796987
582,581,1.3736633,0.49847472,0.9991442
583,582,0.7214967,0.4979585,1.0001334
584,583,0.3881732,0.49555287,1.0023408
585,584,-0.039873134,0.49591452,1.0015091
586,585,1.171518,0.50074095,0.99860597
587,586,-1.2105604,0.4962725,0.99838716
588,587,-0.28160995,0.50177836,1.0000588
589,588,0.616173,0.497071,0.9979165
590,589,0.43975672,0.5075377,0.9991176
591,590,-1.4417301,0.50129944,1.001069
592,591,-0.99138325,0.5086904,1.0000129
593,592,0.35591424,0.50773454,0.99980545
594,593,0.069590285,0.5078608,0.998598
595,594,-0.78130525,0.4990213,0.99928975
596,595,-1.0738223,0.5057965,1.0015148
597,596,-0.56068313,0.49747783,1.0016611
598,597,0.18480617,0.50351095,1.0004808
599,598,-0.58978915,0.5023454,1.0021368
600,599,-1.3694907,0.5007912,1.0003442
601,600,0.44299224,0.49090037,0.99841803
602,601,-0.9588763,0.50606877,1.0006508
603,602,1.3956585,0.50458074,1.0001373
604,603,-1.317908,0.5039844,1.0004623
605,604,-1.369344,0.5025344,0.9999756
606,605,-0.73273957,0.5066786,1.0017179
607,606,0.22034654,0.49958292,0.9975413
608,607,0.027981842,0.49979046,1.0004331
609,608,1.4849409,0.4959444,0.9996522
610,609,0.20186602,0.5004835,0.9991495
611,610,-0.020075934,0.4958781,0.999845
612,611,-0.99623966,0.49610162,0.99837035
613,612,-1.4656233,0.49792084,0.9994906
614,613,-0.83653986,0.5029614,1.0000942
615,614,0.47297895,0.5091773,1.00113
616,615,-0.23074858,0.50497305,0.9985897
617,616,0.017935291,0.50174046,1.0013281
618,617,0.16716543,0.49402928,1.0014799
619,618,-0.44987243,0.50456333,1.0006605
620,619,1.4851688,0.50105715,0.99939954
621,620,0.03466275,0.4999798,1.0002297
622,621,0.6793032,0.4989695,1.0016993
623,622,1.2622566,0.49671125,1.0007405
624,623,0.1721936,0.4979964,1.0007524
